Sources,Authentication Services operational,Authentication Services degraded,Authentication Services unresponsive,Availability Item Filter operational,Availability Item Filter degraded,Availability Item Filter unresponsive,Bid and Buy Service operational,Bid and Buy Service degraded,Bid and Buy Service unresponsive,Buy Now Item Filter operational,Buy Now Item Filter degraded,Buy Now Item Filter unresponsive,Category Item Filter operational,Category Item Filter degraded,Category Item Filter unresponsive,Comment Item Filter operational,Comment Item Filter degraded,Comment Item Filter unresponsive,Future Sales Item Filter operational,Future Sales Item Filter degraded,Future Sales Item Filter unresponsive,Inventory Service operational,Inventory Service degraded,Inventory Service unresponsive,Item Management Service operational,Item Management Service degraded,Item Management Service unresponsive,Last Second Sales Item Filter operational,Last Second Sales Item Filter degraded,Last Second Sales Item Filter unresponsive,Past Sales Item Filter operational,Past Sales Item Filter degraded,Past Sales Item Filter unresponsive,Persistence Service operational,Persistence Service degraded,Persistence Service unresponsive,Query Service operational,Query Service degraded,Query Service unresponsive,Recommendation Item Filter operational,Recommendation Item Filter degraded,Recommendation Item Filter unresponsive,Region Item Filter operational,Region Item Filter degraded,Region Item Filter unresponsive,Reputation Service operational,Reputation Service degraded,Reputation Service unresponsive,Seller Reputation Item Filter operational,Seller Reputation Item Filter degraded,Seller Reputation Item Filter unresponsive,User Management Service operational,User Management Service degraded,User Management Service unresponsive,Supervisory Component operational,Supervisory Component degraded,Supervisory Component unresponsive
Reputation Service operational,0.18399999744746082,0.0400000008995831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20800000144055503,0.07199999781945357,0.0,0.21600000085306154,0.06400000048565864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14400000020238757,0.06400000095877052,0.007999999893069262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reputation Service degraded,0.1470588253288139,0.029411765892996367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705614879681,0.08823529704897684,0.0,0.20588235199253252,0.029411765632773878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411451633261,0.11764705851819084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764920586014
Reputation Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666539903315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333460096686,0.0,0.0
Seller Reputation Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6820809261771966,0.12524084691374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019267823558973788,0.0,0.0,0.0,0.0,0.0,0.1310211945565609,0.0500963387751884,0.009633911221411133,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter degraded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008474576127013356,0.0,0.5169491524020124,0.13559322178907438,0.016949152869646714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03389830434625587,0.008474576320381176,0.016949152711795475,0.0,0.0,0.0,0.16949152335320164,0.06779660998689231,0.02542373009372654,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06250000443287726,0.0,0.062499999397914445,0.06250000091131362,0.062499997913619126,0.06249999549800132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000034706317,0.06250000335603548,0.37499999501960707,0.0,0.0,0.0,0.0,0.0,0.0
User Management Service operational,0.16891891834689773,0.027027026817326362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2837837835688535,0.027027027006107977,0.0,0.20945946072971738,0.05405405483656229,0.006756757175499016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554054032502125,0.040540541130568056,0.020270269987926963,0.006756757150328135,0.0,0.0
User Management Service degraded,0.0526315795716899,0.02631578992676875,0.026315790968379566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18421053056575493,0.13157894608011314,0.0,0.10526315880026096,0.026315790674277684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631505163913,0.21052630995387336,0.0,0.026315788407242465,0.0,0.0
User Management Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285713491239121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285874131076,0.0,0.285714277674501,0.0,0.0,0.0
Supervisory Component operational,0.1038961040240919,0.020779220656169658,0.0,0.0,0.0,0.0,0.12467532547914285,0.01948051940533746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001298701276231904,0.10519480458792256,0.027272727027653113,0.0,0.10519480546058392,0.02467532476305263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999995409917,0.023376623399131272,0.0,0.0,0.0,0.0,0.11428571462038596,0.028571428830021797,0.0,0.13376623323530834,0.05454545432321261,0.012987012957654894
Supervisory Component degraded,0.10052909779504668,0.01058201120868032,0.0,0.0,0.0,0.0,0.10052910003958325,0.02645502708791439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005291005311146008,0.0,0.005291005628978326,0.10582010652843334,0.021164021983728958,0.0,0.10052910045843202,0.026455026442394492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10052910082061299,0.021164021264294574,0.0,0.0,0.0,0.0,0.11111111237915519,0.010582010353736036,0.0,0.16402116167662784,0.08465608580371463,0.005291005217520987
Supervisory Component unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.04000000179857016,0.07999999510347858,0.039999999172240466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800000012502074,0.0,0.03999999906048176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04000000157505273,0.0,0.0,0.0,0.040000002357363736,0.0,0.0,0.3600000000566246,0.07999999849349254,0.2000000011324881
