Sources,Authentication Service operational,Authentication Service degraded,Authentication Service unresponsive,Availability Item Filter operational,Availability Item Filter degraded,Availability Item Filter unresponsive,Bid and Buy Service operational,Bid and Buy Service degraded,Bid and Buy Service unresponsive,Buy Now Item Filter operational,Buy Now Item Filter degraded,Buy Now Item Filter unresponsive,Category Item Filter operational,Category Item Filter degraded,Category Item Filter unresponsive,Comment Item Filter operational,Comment Item Filter degraded,Comment Item Filter unresponsive,Future Sales Item Filter operational,Future Sales Item Filter degraded,Future Sales Item Filter unresponsive,Inventory Service operational,Inventory Service degraded,Inventory Service unresponsive,Item Management Service operational,Item Management Service degraded,Item Management Service unresponsive,Last Second Sales Item Filter operational,Last Second Sales Item Filter degraded,Last Second Sales Item Filter unresponsive,Past Sales Item Filter operational,Past Sales Item Filter degraded,Past Sales Item Filter unresponsive,Persistence Service operational,Persistence Service degraded,Persistence Service unresponsive,Query Service operational,Query Service degraded,Query Service unresponsive,Recommendation Item Filter operational,Recommendation Item Filter degraded,Recommendation Item Filter unresponsive,Region Item Filter operational,Region Item Filter degraded,Region Item Filter unresponsive,Reputation Service operational,Reputation Service degraded,Reputation Service unresponsive,Seller Reputation Item Filter operational,Seller Reputation Item Filter degraded,Seller Reputation Item Filter unresponsive,User Management Service operational,User Management Service degraded,User Management Service unresponsive,Supervisory Component operational,Supervisory Component degraded,Supervisory Component unresponsive
Reputation Service operational,0.28125000001205075,0.03125000003205968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22656249941843495,0.01562500002876277,0.0,0.18750000044701665,0.06249999966394171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11718750016660809,0.06250000003501555,0.015625000196109795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reputation Service degraded,0.11111110991821335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111105908352,0.05555555494617165,0.0,0.1944444450732309,0.11111111106943156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000003169084,0.0833333317789732,0.027777778889472256,0.0,0.0,0.0,0.0,0.0,0.0,0.027777778824797077,0.0,0.027777778591966427
Reputation Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333866256804,0.33333333928344977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333220539823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6535580520132899,0.1348314608857166,0.0018726591830861789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018726591595415072,0.0,0.0,0.0,0.12921348310885936,0.06741573063034356,0.011235955019162813,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter degraded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01587301572242976,0.0,0.49999999933107403,0.11111111097724373,0.007936507770669631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031337683514,0.01587301594417323,0.007936508036761793,0.0,0.0,0.0,0.230158731362363,0.02380952378875735,0.055555555728843964,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999938532709,0.0,0.0800000008381903,0.07999999891966579,0.16000000024214386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04000000147148969,0.07999999981373547,0.0,0.0,0.0,0.3999999993108213,0.07999999962747095,0.04000000039115547,0.0,0.0,0.0,0.0,0.0,0.0
User Management Service operational,0.20512820523342024,0.02564102541089936,0.0,0.0,0.0,0.0,0.00854700852999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564134201,0.034188034525960934,0.0,0.23931623987878153,0.025641025351199193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14529914541596037,0.04273504220821853,0.017094017032139825,0.0,0.0,0.0
User Management Service degraded,0.2058823560142993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529500425652,0.029411764348579963,0.0,0.26470588179422816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235171378033,0.17647058665301246,0.02941176447184324,0.0,0.0,0.0
User Management Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666683223512,0.3333333316776488,0.0,0.0,0.0,0.0
Supervisory Component operational,0.12516469037635647,0.02371541505362282,0.0,0.0,0.0,0.0,0.09617918317626026,0.02239789198939611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1133069829210197,0.014492753681952901,0.0,0.12516469051685253,0.017127799757643624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212159412059,0.0223978919225225,0.0,0.0,0.0,0.0,0.09617918303208305,0.021080368876701377,0.0,0.1409749667550378,0.05401844502345628,0.006587615322974052
Supervisory Component degraded,0.06521739104786001,0.027173913561075316,0.005434782579096672,0.0,0.0,0.0,0.10869565252084835,0.016304348030859093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565418862437,0.010869565062024166,0.005434782515827475,0.08695652103777764,0.0054347825183582435,0.0,0.0760869568159684,0.016304347701859265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005434782515827475,0.0,0.0,0.0,0.010869565613731565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054347825980774325,0.038043478443414956,0.0,0.0,0.0,0.0,0.08695652177676189,0.021739130751678767,0.0,0.2173913036016897,0.08695652172361576,0.04347826078208869
Supervisory Component unresponsive,0.0,0.06896551835320794,0.03448275838979696,0.0,0.0,0.0,0.034482758357682386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275961015069,0.03448275832556782,0.03448275806865125,0.0689655162336462,0.03448275822922411,0.0,0.0344827594816924,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275824528139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482759867067274,0.0344827594816924,0.0,0.0,0.0,0.0,0.0344827583416251,0.034482758132880396,0.0,0.24137930959567214,0.034482758181052245,0.1724137931051094
